"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"plugin.AppiumPlugin.isCheckTag (String)","0.036 ms (0%)","0.0 ms (0%)","0.036 ms (0%)","0.0 ms (0%)","26"
"plugin.AppiumPlugin.updateCapture ()","0.182 ms (0%)","0.0 ms (0%)","51,212 ms (4%)","0.0 ms (0%)","44"
"plugin.AppiumPlugin.performAction (com.symatiq.actions.Action)","0.013 ms (0%)","0.0 ms (0%)","56.4 ms (0%)","0.0 ms (0%)","11"
"plugin.AppiumPlugin.getCapture ()","0.070 ms (0%)","0.0 ms (0%)","51,212 ms (4%)","0.0 ms (0%)","44"
"plugin.AppiumPlugin.performAppiumAction (com.symatiq.actions.Action)","2.29 ms (0%)","0.0 ms (0%)","56.4 ms (0%)","0.0 ms (0%)","11"
"plugin.AppiumPlugin.lambda$createWidgets$2 (java.util.concurrent.ConcurrentLinkedQueue, java.util.Set, java.util.concurrent.ConcurrentLinkedQueue)","3.90 ms (0%)","0.0 ms (0%)","65,672 ms (5.1%)","14.0 ms (0.7%)","40"
"plugin.AppiumPlugin.lambda$createWidgets$0 (com.symatiq.widgets.Widget)","0.136 ms (0%)","0.0 ms (0%)","0.297 ms (0%)","0.0 ms (0%)","1,459"
"plugin.AppiumPlugin.createWidgetFromElement (org.openqa.selenium.WebElement, String, String, String, String, String, String)","2.20 ms (0%)","0.0 ms (0%)","4,862 ms (0.4%)","0.0 ms (0%)","26"
"plugin.AppiumPlugin.lambda$createWidgets$1 (com.symatiq.widgets.Widget)","0.138 ms (0%)","0.0 ms (0%)","0.183 ms (0%)","0.0 ms (0%)","1,459"
"plugin.AppiumPlugin.shutdownAndAwaitTermination (java.util.concurrent.ExecutorService)","36,076 ms (8.6%)","0.0 ms (0%)","36,076 ms (2.8%)","0.0 ms (0%)","30"
"plugin.Autopilot.changeState ()","0.018 ms (0%)","0.0 ms (0%)","0.019 ms (0%)","0.0 ms (0%)","1"
"plugin.Autopilot.autoPerformAction ()","0.062 ms (0%)","0.0 ms (0%)","0.065 ms (0%)","0.0 ms (0%)","5"
"plugin.Autopilot.updateState ()","0.022 ms (0%)","0.0 ms (0%)","0.090 ms (0%)","0.0 ms (0%)","5"
"org.openqa.selenium.json.JsonOutput$JsonObject.name (String)","0.056 ms (0%)","0.0 ms (0%)","0.688 ms (0%)","0.0 ms (0%)","77"
"org.openqa.selenium.json.JsonOutput$JsonObject.write (String)","0.011 ms (0%)","0.0 ms (0%)","0.024 ms (0%)","0.0 ms (0%)","77"
