"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.MutableCapabilities.asMap ()","0.008 ms (0%)","0.0 ms (0%)","0.008 ms (0%)","0.0 ms (0%)","20"
"org.openqa.selenium.remote.Command.getName ()","0.260 ms (0%)","0.0 ms (0%)","0.260 ms (0%)","0.0 ms (0%)","7,066"
"org.openqa.selenium.remote.Command.toString ()","2.95 ms (0%)","0.0 ms (0%)","2.95 ms (0%)","0.0 ms (0%)","20"
"org.openqa.selenium.remote.Command.getParameters ()","0.065 ms (0%)","0.0 ms (0%)","0.065 ms (0%)","0.0 ms (0%)","562"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createRequest (org.openqa.selenium.remote.http.HttpRequest, org.openqa.selenium.remote.http.HttpMethod, java.net.URI)","9.89 ms (0%)","0.0 ms (0%)","17.3 ms (0%)","0.0 ms (0%)","542"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$3 (org.openqa.selenium.remote.http.HttpResponse, String, String)","0.456 ms (0%)","0.0 ms (0%)","2.83 ms (0%)","0.0 ms (0%)","3,810"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$4 (org.openqa.selenium.remote.http.HttpResponse, String, java.util.List)","3.88 ms (0%)","0.0 ms (0%)","6.77 ms (0%)","0.0 ms (0%)","3,810"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createRequest$2 (java.net.http.HttpRequest.Builder, String, String)","2.68 ms (0%)","0.0 ms (0%)","2.68 ms (0%)","0.0 ms (0%)","1,626"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.notChunkingBodyPublisher (org.openqa.selenium.remote.http.HttpRequest)","0.066 ms (0%)","0.0 ms (0%)","0.076 ms (0%)","0.0 ms (0%)","16"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.getRawUri (org.openqa.selenium.remote.http.HttpRequest)","4.99 ms (0%)","0.0 ms (0%)","4.99 ms (0%)","0.0 ms (0%)","542"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createResponse (java.net.http.HttpResponse)","5.27 ms (0%)","0.0 ms (0%)","13.9 ms (0%)","0.0 ms (0%)","542"
"org.openqa.selenium.json.JsonOutput$Node.write (String)","0.117 ms (0%)","0.0 ms (0%)","0.186 ms (0%)","0.0 ms (0%)","88"
"org.openqa.selenium.logging.StoringLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.282 ms (0%)","0.0 ms (0%)","0.282 ms (0%)","0.0 ms (0%)","1,084"
"org.openqa.selenium.json.JsonOutput.lambda$new$1 (Appendable, String)","0.077 ms (0%)","0.0 ms (0%)","0.077 ms (0%)","0.0 ms (0%)","372"
"org.openqa.selenium.json.JsonOutput.name (String)","0.022 ms (0%)","0.0 ms (0%)","0.709 ms (0%)","0.0 ms (0%)","62"
"org.openqa.selenium.json.JsonOutput.append (String)","0.011 ms (0%)","0.0 ms (0%)","0.038 ms (0%)","0.0 ms (0%)","60"
"org.openqa.selenium.json.JsonOutput.getMethod (Class, String)","1.37 ms (0%)","0.0 ms (0%)","1.41 ms (0%)","0.0 ms (0%)","358"
"org.openqa.selenium.json.JsonOutput.write (Object, int)","0.007 ms (0%)","0.0 ms (0%)","6.34 ms (0%)","0.0 ms (0%)","16"
"org.openqa.selenium.json.JsonOutput.close ()","0.013 ms (0%)","0.0 ms (0%)","0.013 ms (0%)","0.0 ms (0%)","16"
"org.openqa.selenium.json.JsonOutput.write0 (Object, int, int)","1.16 ms (0%)","0.0 ms (0%)","6.33 ms (0%)","0.0 ms (0%)","90"
"org.openqa.selenium.json.JsonOutput.lambda$new$3 (Object, int, int)","0.012 ms (0%)","0.0 ms (0%)","0.132 ms (0%)","0.0 ms (0%)","44"
"org.openqa.selenium.json.JsonOutput.convertUsingMethod (String, Object, int, int)","0.023 ms (0%)","0.0 ms (0%)","2.61 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$asString$34 (StringBuilder, int)","0.126 ms (0%)","0.0 ms (0%)","0.126 ms (0%)","0.0 ms (0%)","562"
"org.openqa.selenium.json.JsonOutput.asString (Object)","0.447 ms (0%)","0.0 ms (0%)","0.578 ms (0%)","0.0 ms (0%)","106"
"org.openqa.selenium.json.JsonOutput.lambda$new$19 (Class)","0.002 ms (0%)","0.0 ms (0%)","0.210 ms (0%)","0.0 ms (0%)","32"
"org.openqa.selenium.json.JsonOutput.lambda$new$15 (Class)","0.014 ms (0%)","0.0 ms (0%)","0.918 ms (0%)","0.0 ms (0%)","34"
"org.openqa.selenium.json.JsonOutput.lambda$new$25 (Object, int, int)","0.287 ms (0%)","0.0 ms (0%)","4.45 ms (0%)","0.0 ms (0%)","28"
"org.openqa.selenium.json.JsonOutput.lambda$new$23 (Object, int, int)","0.323 ms (0%)","0.0 ms (0%)","2.98 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.lambda$new$21 (Object)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.lambda$write0$32 (Object, java.util.Map.Entry)","0.386 ms (0%)","0.0 ms (0%)","1.84 ms (0%)","0.0 ms (0%)","724"
"org.openqa.selenium.json.JsonOutput.lambda$new$17 (Class)","0.004 ms (0%)","0.0 ms (0%)","0.312 ms (0%)","0.0 ms (0%)","32"
"org.openqa.selenium.json.JsonOutput.lambda$new$16 (Object, int, int)","0.002 ms (0%)","0.0 ms (0%)","2.61 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.json.JsonOutput.lambda$new$24 (int, int, Object, Object)","0.039 ms (0%)","0.0 ms (0%)","3.73 ms (0%)","0.0 ms (0%)","62"
"org.openqa.selenium.json.JsonOutput.lambda$new$22 (int, int, Object)","0.0 ms (0%)","0.0 ms (0%)","2.70 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.lambda$new$4 (Object, int, int)","0.014 ms (0%)","0.0 ms (0%)","0.024 ms (0%)","0.0 ms (0%)","12"
"org.openqa.selenium.json.JsonOutput.endObject ()","0.249 ms (0%)","0.0 ms (0%)","0.253 ms (0%)","0.0 ms (0%)","28"
"org.openqa.selenium.json.JsonOutput.beginObject ()","0.311 ms (0%)","0.0 ms (0%)","0.378 ms (0%)","0.0 ms (0%)","28"
"org.openqa.selenium.json.JsonOutput.endArray ()","0.058 ms (0%)","0.0 ms (0%)","0.059 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.beginArray ()","0.053 ms (0%)","0.0 ms (0%)","0.062 ms (0%)","0.0 ms (0%)","4"
"plugin.AugmentState.drawRectangle (java.awt.Graphics2D, int, int, int, int, java.awt.Color, boolean, java.awt.BasicStroke, java.awt.BasicStroke)","199 ms (0.1%)","0.0 ms (0%)","201 ms (0%)","0.0 ms (0%)","965"
"plugin.AugmentState.paintCapture (java.awt.Graphics)","8.22 ms (0%)","0.0 ms (0%)","501 ms (0%)","0.0 ms (0%)","3,306"
"com.symatiq.widgets.Widget.clone (com.symatiq.widgets.Widget)","0.052 ms (0%)","0.0 ms (0%)","0.308 ms (0%)","0.0 ms (0%)","25"
"com.symatiq.widgets.Widget.isCloneOrMutation (com.symatiq.widgets.Widget)","0.095 ms (0%)","0.0 ms (0%)","0.095 ms (0%)","0.0 ms (0%)","2,302"
"org.openqa.selenium.json.StringCoercer.lambda$apply$0 (org.openqa.selenium.json.JsonInput, org.openqa.selenium.json.PropertySetting)","0.881 ms (0%)","0.0 ms (0%)","849 ms (0.1%)","43.4 ms (1.7%)","5,282"
