"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.json.JsonOutput$JsonObject.write (String)","0.125 ms (0%)","0.0 ms (0%)","0.354 ms (0%)","0.0 ms (0%)","1,116"
"org.openqa.selenium.remote.Dialect$1.getEncodedElementKey ()","0.020 ms (0%)","0.0 ms (0%)","0.020 ms (0%)","0.0 ms (0%)","242"
"org.openqa.selenium.By.xpath (String)","0.100 ms (0%)","0.0 ms (0%)","0.114 ms (0%)","0.0 ms (0%)","17"
"org.openqa.selenium.By.tagName (String)","0.055 ms (0%)","0.0 ms (0%)","0.059 ms (0%)","0.0 ms (0%)","13"
"plugin.MimicActions.updateSuggestions ()","0.078 ms (0%)","0.0 ms (0%)","0.591 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.remote.http.jdk.JdkHttpClient.execute (org.openqa.selenium.remote.http.HttpRequest)","0.544 ms (0%)","0.0 ms (0%)","4,866 ms (1.3%)","60.2 ms (2.5%)","711"
"org.openqa.selenium.remote.ErrorCodes.lambda$toStatus$2 (String, org.openqa.selenium.remote.ErrorCodes.KnownError)","0.011 ms (0%)","0.0 ms (0%)","0.011 ms (0%)","0.0 ms (0%)","29"
"org.openqa.selenium.remote.ErrorCodes.toStatus (String, java.util.Optional)","0.815 ms (0%)","0.0 ms (0%)","0.826 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.SharedCapabilitiesMethods.toString (org.openqa.selenium.Capabilities)","0.051 ms (0%)","0.0 ms (0%)","1.42 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.SharedCapabilitiesMethods.lambda$abbreviate$3 (java.util.Map.Entry)","0.007 ms (0%)","0.0 ms (0%)","0.007 ms (0%)","0.0 ms (0%)","46"
"org.openqa.selenium.SharedCapabilitiesMethods.lambda$abbreviate$4 (java.util.Map, java.util.Map.Entry)","0.033 ms (0%)","0.0 ms (0%)","0.693 ms (0%)","0.0 ms (0%)","27"
"org.openqa.selenium.SharedCapabilitiesMethods.abbreviate (java.util.Map, Object)","0.754 ms (0%)","0.0 ms (0%)","1.37 ms (0%)","0.0 ms (0%)","28"
"org.openqa.selenium.remote.ErrorCodec.decode (java.util.Map)","0.289 ms (0%)","0.0 ms (0%)","0.294 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.remote.ErrorCodec.lambda$decode$0 (String, org.openqa.selenium.remote.ErrorCodec.W3CError)","0.004 ms (0%)","0.0 ms (0%)","0.004 ms (0%)","0.0 ms (0%)","20"
"com.symatiq.extension.PluginThreads$CallActionMethodThread.run ()","0.040 ms (0%)","0.0 ms (0%)","540 ms (0.1%)","15.5 ms (0.6%)","46"
"org.openqa.selenium.remote.service.DriverCommandExecutor.execute (org.openqa.selenium.remote.Command)","0.468 ms (0%)","0.0 ms (0%)","6,895 ms (1.9%)","35.3 ms (1.5%)","711"
"org.openqa.selenium.remote.service.DriverCommandExecutor.invokeExecute (org.openqa.selenium.remote.Command)","0.239 ms (0%)","0.0 ms (0%)","6,895 ms (1.9%)","35.4 ms (1.5%)","711"
"org.openqa.selenium.remote.Command.getName ()","0.333 ms (0%)","0.0 ms (0%)","0.333 ms (0%)","0.0 ms (0%)","8,533"
"org.openqa.selenium.remote.Command.toString ()","0.125 ms (0%)","0.0 ms (0%)","0.125 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.remote.Command.getParameters ()","0.065 ms (0%)","0.0 ms (0%)","0.065 ms (0%)","0.0 ms (0%)","712"
"org.openqa.selenium.Proxy.toString ()","0.545 ms (0%)","0.0 ms (0%)","0.572 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createRequest$2 (java.net.http.HttpRequest.Builder, String, String)","3.25 ms (0%)","0.0 ms (0%)","3.25 ms (0%)","0.0 ms (0%)","2,133"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.notChunkingBodyPublisher (org.openqa.selenium.remote.http.HttpRequest)","0.867 ms (0%)","0.0 ms (0%)","0.977 ms (0%)","0.0 ms (0%)","415"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$3 (org.openqa.selenium.remote.http.HttpResponse, String, String)","0.295 ms (0%)","0.0 ms (0%)","1.73 ms (0%)","0.0 ms (0%)","2,133"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$4 (org.openqa.selenium.remote.http.HttpResponse, String, java.util.List)","3.29 ms (0%)","0.0 ms (0%)","5.4 ms (0%)","0.0 ms (0%)","2,133"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createRequest (org.openqa.selenium.remote.http.HttpRequest, org.openqa.selenium.remote.http.HttpMethod, java.net.URI)","10.9 ms (0%)","0.0 ms (0%)","19.1 ms (0%)","15.3 ms (0.6%)","711"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.getRawUri (org.openqa.selenium.remote.http.HttpRequest)","4.46 ms (0%)","0.0 ms (0%)","4.46 ms (0%)","0.0 ms (0%)","711"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createResponse (java.net.http.HttpResponse)","3.25 ms (0%)","0.0 ms (0%)","9.79 ms (0%)","0.0 ms (0%)","711"
"org.openqa.selenium.json.JsonOutput$Node.write (String)","0.693 ms (0%)","0.0 ms (0%)","1.16 ms (0%)","0.0 ms (0%)","1,981"
"org.openqa.selenium.logging.StoringLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.318 ms (0%)","0.0 ms (0%)","0.318 ms (0%)","0.0 ms (0%)","1,422"
"org.openqa.selenium.json.JsonOutput.lambda$new$1 (Appendable, String)","1.5 ms (0%)","0.0 ms (0%)","1.5 ms (0%)","0.0 ms (0%)","7,924"
"org.openqa.selenium.json.JsonOutput.name (String)","0.209 ms (0%)","0.0 ms (0%)","3.47 ms (0%)","0.0 ms (0%)","1,116"
"org.openqa.selenium.json.JsonOutput.append (String)","0.290 ms (0%)","0.0 ms (0%)","0.880 ms (0%)","0.0 ms (0%)","1,325"
"org.openqa.selenium.json.JsonOutput.getMethod (Class, String)","26.2 ms (0%)","0.0 ms (0%)","26.4 ms (0%)","0.0 ms (0%)","11,845"
"org.openqa.selenium.json.JsonOutput.write (Object, int)","0.236 ms (0%)","0.0 ms (0%)","161 ms (0%)","0.0 ms (0%)","415"
"org.openqa.selenium.json.JsonOutput.close ()","0.339 ms (0%)","0.0 ms (0%)","0.339 ms (0%)","0.0 ms (0%)","415"
"org.openqa.selenium.json.JsonOutput.endObject ()","1.47 ms (0%)","0.0 ms (0%)","1.76 ms (0%)","0.0 ms (0%)","656"
"org.openqa.selenium.json.JsonOutput.beginObject ()","1.14 ms (0%)","0.0 ms (0%)","1.72 ms (0%)","0.0 ms (0%)","656"
"org.openqa.selenium.json.JsonOutput.lambda$new$3 (Object, int, int)","0.205 ms (0%)","0.0 ms (0%)","105 ms (0%)","0.0 ms (0%)","916"
