"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"com.symatiq.states.AppState.containsProductVersion (String)","1.24 ms (0%)","0.0 ms (0%)","1.24 ms (0%)","0.0 ms (0%)","31,060"
"com.symatiq.states.AppState.addProductVersion (String)","0.007 ms (0%)","0.0 ms (0%)","0.025 ms (0%)","0.0 ms (0%)","13"
"com.symatiq.states.AppState.addIteration ()","0.005 ms (0%)","0.0 ms (0%)","0.005 ms (0%)","0.0 ms (0%)","13"
"com.symatiq.states.AppState.getStateCount ()","0.048 ms (0%)","0.0 ms (0%)","0.566 ms (0%)","0.0 ms (0%)","39"
"com.symatiq.states.AppState.addWidget (com.symatiq.widgets.Widget)","0.013 ms (0%)","0.0 ms (0%)","0.013 ms (0%)","0.0 ms (0%)","13"
"com.symatiq.states.AppState.addWidget (com.symatiq.widgets.Widget, com.symatiq.widgets.Widget.WidgetVisibility, String)","1.20 ms (0%)","0.0 ms (0%)","1.20 ms (0%)","0.0 ms (0%)","9,811"
"com.symatiq.states.AppState.getAllWidgets ()","5.53 ms (0%)","0.0 ms (0%)","5.53 ms (0%)","0.0 ms (0%)","4,131"
"com.symatiq.states.AppState.getCurrentPath ()","0.021 ms (0%)","0.0 ms (0%)","0.021 ms (0%)","0.0 ms (0%)","17"
"com.symatiq.states.AppState.coveredPercent (String)","0.432 ms (0%)","0.0 ms (0%)","10.3 ms (0%)","0.0 ms (0%)","1,383"
"com.symatiq.states.AppState.coveredPercent (String, boolean)","1.5 ms (0%)","0.0 ms (0%)","9.93 ms (0%)","0.0 ms (0%)","1,383"
"com.symatiq.states.AppState.isHome ()","1.61 ms (0%)","0.0 ms (0%)","1.61 ms (0%)","0.0 ms (0%)","54,564"
"com.symatiq.states.AppState.getIssues ()","6.2 ms (0%)","0.0 ms (0%)","6.2 ms (0%)","0.0 ms (0%)","8,966"
"com.symatiq.states.AppState.removeWidgets (String, com.symatiq.widgets.Widget.WidgetVisibility)","0.438 ms (0%)","0.0 ms (0%)","0.438 ms (0%)","0.0 ms (0%)","61"
"com.symatiq.states.AppState.addWidgets (java.util.List, com.symatiq.widgets.Widget.WidgetVisibility, String)","0.657 ms (0%)","0.0 ms (0%)","1.86 ms (0%)","0.0 ms (0%)","61"
"com.symatiq.states.AppState.getLeafCount (java.util.IdentityHashMap)","7.81 ms (0%)","0.0 ms (0%)","33.3 ms (0%)","0.0 ms (0%)","45,598"
"com.symatiq.states.AppState.getLeafCount ()","1.5 ms (0%)","0.0 ms (0%)","34.4 ms (0%)","0.0 ms (0%)","8,966"
"com.symatiq.states.AppState.getVisibleActions ()","31.8 ms (0%)","0.0 ms (0%)","31.8 ms (0%)","0.0 ms (0%)","57,551"
"com.symatiq.states.AppState.getCoveredStates (java.util.IdentityHashMap)","0.085 ms (0%)","0.0 ms (0%)","0.510 ms (0%)","0.0 ms (0%)","221"
"com.symatiq.states.AppState.getPathToBookmark (java.util.List, java.util.List)","0.119 ms (0%)","0.0 ms (0%)","0.119 ms (0%)","0.0 ms (0%)","17"
"com.symatiq.states.AppState.covered (String, java.util.IdentityHashMap, java.util.List, java.util.List, boolean)","5.14 ms (0%)","0.0 ms (0%)","17.4 ms (0%)","24.9 ms (1.6%)","20,698"
"com.symatiq.states.AppState.getUniqueId ()","2.54 ms (0%)","0.0 ms (0%)","2.54 ms (0%)","0.0 ms (0%)","38,935"
"com.symatiq.states.AppState.getBestUncoveredWidget (String)","2.4 ms (0%)","0.0 ms (0%)","3.30 ms (0%)","0.0 ms (0%)","1,383"
"com.symatiq.states.AppState.coveredPagesPercent (String, boolean)","5.71 ms (0%)","0.0 ms (0%)","16.2 ms (0%)","20.3 ms (1.3%)","1,383"
"com.symatiq.states.AppState.coveredPagesPercent (String)","0.412 ms (0%)","0.0 ms (0%)","16.6 ms (0%)","20.0 ms (1.3%)","1,383"
"com.symatiq.states.AppState.replaceHiddenWidgets (java.util.List, String)","0.069 ms (0%)","0.0 ms (0%)","2.33 ms (0%)","0.0 ms (0%)","57"
"com.symatiq.states.AppState.replaceSuggestedWidgets (java.util.List, String)","0.002 ms (0%)","0.0 ms (0%)","0.037 ms (0%)","0.0 ms (0%)","4"
"com.symatiq.states.AppState.getNonHiddenWidgets ()","3.88 ms (0%)","0.0 ms (0%)","3.88 ms (0%)","0.0 ms (0%)","1,440"
"org.openqa.selenium.logging.CompositeLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.904 ms (0%)","0.0 ms (0%)","1.43 ms (0%)","0.0 ms (0%)","1,322"
"com.symatiq.extension.PluginThreads.startCallMethodThread (String, String, com.symatiq.actions.Action)","4.64 ms (0%)","0.0 ms (0%)","4.64 ms (0%)","0.0 ms (0%)","135"
"com.symatiq.extension.PluginThreads.startCallMethodThread (String, String)","9.80 ms (0%)","0.0 ms (0%)","9.80 ms (0%)","0.0 ms (0%)","230"
"com.symatiq.extension.PluginThreads.callMethod (String, String, java.awt.image.BufferedImage)","0.052 ms (0%)","0.0 ms (0%)","0.174 ms (0%)","0.0 ms (0%)","57"
"com.symatiq.extension.PluginThreads.callMethod (String, String, com.symatiq.actions.Action)","0.429 ms (0%)","0.0 ms (0%)","559 ms (0.1%)","11.8 ms (0.7%)","46"
"com.symatiq.extension.PluginThreads.callMethod (String, String)","12.4 ms (0%)","0.0 ms (0%)","7,677 ms (2%)","0.0 ms (0%)","190"
"com.symatiq.Scout$MyMouseListener.mousePressed (java.awt.event.MouseEvent)","0.428 ms (0%)","0.0 ms (0%)","0.428 ms (0%)","0.0 ms (0%)","13"
"com.symatiq.Scout$MyMouseListener.mouseReleased (java.awt.event.MouseEvent)","0.624 ms (0%)","0.0 ms (0%)","3.2 ms (0%)","0.0 ms (0%)","13"
