"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createRequest$2 (java.net.http.HttpRequest.Builder, String, String)","1.14 ms (0%)","0.0 ms (0%)","1.14 ms (0%)","0.0 ms (0%)","384"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.getRawUri (org.openqa.selenium.remote.http.HttpRequest)","1.61 ms (0%)","0.0 ms (0%)","1.61 ms (0%)","0.0 ms (0%)","128"
"org.openqa.selenium.json.JsonOutput$Node.write (String)","0.253 ms (0%)","0.0 ms (0%)","0.360 ms (0%)","0.0 ms (0%)","340"
"org.openqa.selenium.logging.StoringLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.178 ms (0%)","0.0 ms (0%)","0.178 ms (0%)","0.0 ms (0%)","256"
"org.openqa.selenium.json.JsonOutput.name (String)","0.077 ms (0%)","0.0 ms (0%)","1.27 ms (0%)","0.0 ms (0%)","224"
"org.openqa.selenium.json.JsonOutput.append (String)","0.080 ms (0%)","0.0 ms (0%)","0.204 ms (0%)","0.0 ms (0%)","230"
"org.openqa.selenium.json.JsonOutput.getMethod (Class, String)","6.48 ms (0%)","0.0 ms (0%)","6.59 ms (0%)","0.0 ms (0%)","2,438"
"org.openqa.selenium.json.JsonOutput.write (Object, int)","0.050 ms (0%)","0.0 ms (0%)","41.6 ms (0%)","0.0 ms (0%)","98"
"org.openqa.selenium.json.JsonOutput.close ()","0.069 ms (0%)","0.0 ms (0%)","0.069 ms (0%)","0.0 ms (0%)","98"
"org.openqa.selenium.json.JsonOutput.write0 (Object, int, int)","2.99 ms (0%)","0.0 ms (0%)","41.5 ms (0%)","0.0 ms (0%)","344"
"org.openqa.selenium.json.JsonOutput.lambda$new$4 (Object, int, int)","0.006 ms (0%)","0.0 ms (0%)","0.010 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.json.JsonOutput.lambda$new$3 (Object, int, int)","0.046 ms (0%)","0.0 ms (0%)","22.7 ms (0%)","0.0 ms (0%)","125"
"org.openqa.selenium.json.JsonOutput.beginObject ()","0.442 ms (0%)","0.0 ms (0%)","0.671 ms (0%)","0.0 ms (0%)","110"
"org.openqa.selenium.json.JsonOutput.endObject ()","0.541 ms (0%)","0.0 ms (0%)","0.588 ms (0%)","0.0 ms (0%)","110"
"org.openqa.selenium.json.JsonOutput.lambda$new$1 (Appendable, String)","0.214 ms (0%)","0.0 ms (0%)","0.214 ms (0%)","0.0 ms (0%)","1,460"
"org.openqa.selenium.json.JsonOutput.beginArray ()","0.149 ms (0%)","0.0 ms (0%)","0.215 ms (0%)","0.0 ms (0%)","95"
"org.openqa.selenium.json.JsonOutput.endArray ()","0.230 ms (0%)","0.0 ms (0%)","0.250 ms (0%)","0.0 ms (0%)","95"
"org.openqa.selenium.json.JsonOutput.asString (Object)","13.9 ms (0%)","0.0 ms (0%)","23.3 ms (0%)","0.0 ms (0%)","349"
"org.openqa.selenium.json.JsonOutput.convertUsingMethod (String, Object, int, int)","0.041 ms (0%)","0.0 ms (0%)","2.94 ms (0%)","0.0 ms (0%)","4"
"org.openqa.selenium.json.JsonOutput.lambda$asString$34 (StringBuilder, int)","9.40 ms (0%)","0.0 ms (0%)","9.40 ms (0%)","0.0 ms (0%)","345,168"
