"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"com.symatiq.states.AppState.covered (String, java.util.IdentityHashMap, java.util.List, java.util.List, boolean)","2.56 ms (0%)","0.0 ms (0%)","4.87 ms (0%)","0.0 ms (0%)","5,906"
"com.symatiq.states.AppState.getBookmarks (java.util.List, java.util.IdentityHashMap)","0.060 ms (0%)","0.0 ms (0%)","0.093 ms (0%)","0.0 ms (0%)","50"
"com.symatiq.states.AppState.getBookmarks ()","0.056 ms (0%)","0.0 ms (0%)","0.149 ms (0%)","0.0 ms (0%)","50"
"com.symatiq.states.AppState.getLeafCount ()","0.488 ms (0%)","0.0 ms (0%)","1.76 ms (0%)","0.0 ms (0%)","1,174"
"com.symatiq.states.AppState.getLeafCount (java.util.IdentityHashMap)","0.344 ms (0%)","0.0 ms (0%)","1.27 ms (0%)","0.0 ms (0%)","1,174"
"com.symatiq.states.AppState.getCoveredStates (java.util.IdentityHashMap)","0.003 ms (0%)","0.0 ms (0%)","0.011 ms (0%)","0.0 ms (0%)","6"
"org.openqa.selenium.logging.CompositeLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","1.28 ms (0%)","0.0 ms (0%)","2.10 ms (0%)","0.0 ms (0%)","2,290"
"com.symatiq.extension.PluginThreads.startCallMethodThread (String, String, com.symatiq.actions.Action)","0.700 ms (0%)","0.0 ms (0%)","0.700 ms (0%)","0.0 ms (0%)","20"
"com.symatiq.extension.PluginThreads.startCallMethodThread (String, String)","2.89 ms (0%)","0.0 ms (0%)","2.89 ms (0%)","0.0 ms (0%)","61"
"com.symatiq.extension.PluginThreads.callMethod (String, String, java.awt.image.BufferedImage)","0.014 ms (0%)","0.0 ms (0%)","0.069 ms (0%)","0.0 ms (0%)","28"
"com.symatiq.extension.PluginThreads.callMethod (String, String, com.symatiq.actions.Action)","0.072 ms (0%)","0.0 ms (0%)","201 ms (0%)","0.0 ms (0%)","10"
"com.symatiq.extension.PluginThreads.callMethod (String, String)","4.15 ms (0%)","0.0 ms (0%)","10,926 ms (1.3%)","0.0 ms (0%)","69"
"com.symatiq.Scout$MyMouseListener.mousePressed (java.awt.event.MouseEvent)","0.761 ms (0%)","0.0 ms (0%)","0.761 ms (0%)","0.0 ms (0%)","4"
"com.symatiq.Scout$MyMouseListener.mouseReleased (java.awt.event.MouseEvent)","0.246 ms (0%)","0.0 ms (0%)","1.25 ms (0%)","0.0 ms (0%)","4"
"com.symatiq.Scout$MyMouseListener.mouseExited (java.awt.event.MouseEvent)","0.018 ms (0%)","0.0 ms (0%)","0.018 ms (0%)","0.0 ms (0%)","2"
"com.symatiq.Scout$MyMouseListener.mouseMoved (java.awt.event.MouseEvent)","14.3 ms (0%)","0.0 ms (0%)","14.3 ms (0%)","0.0 ms (0%)","1,733"
"org.openqa.selenium.remote.codec.w3c.W3CHttpResponseCodec.decode (Object)","0.273 ms (0%)","0.0 ms (0%)","498 ms (0.1%)","29.6 ms (1.5%)","1,145"
"org.openqa.selenium.remote.codec.w3c.W3CHttpResponseCodec.decode (org.openqa.selenium.remote.http.HttpResponse)","6.90 ms (0%)","0.0 ms (0%)","497 ms (0.1%)","29.6 ms (1.5%)","1,145"
"org.openqa.selenium.json.JsonInputIterator.hasNext ()","0.408 ms (0%)","0.0 ms (0%)","18.8 ms (0%)","0.0 ms (0%)","4,161"
"org.openqa.selenium.json.JsonInputIterator.next ()","0.056 ms (0%)","0.0 ms (0%)","0.056 ms (0%)","0.0 ms (0%)","2,591"
"org.openqa.selenium.json.JsonInputIterator.asStream ()","0.557 ms (0%)","0.0 ms (0%)","0.557 ms (0%)","0.0 ms (0%)","1,571"
"plugin.AppiumPlugin.performAction (com.symatiq.actions.Action)","0.014 ms (0%)","0.0 ms (0%)","201 ms (0%)","0.0 ms (0%)","2"
"plugin.AppiumPlugin.getCapture ()","0.088 ms (0%)","0.0 ms (0%)","10,922 ms (1.3%)","0.0 ms (0%)","29"
"plugin.AppiumPlugin.lambda$createWidgets$1 (com.symatiq.widgets.Widget)","0.039 ms (0%)","0.0 ms (0%)","0.054 ms (0%)","0.0 ms (0%)","297"
"plugin.AppiumPlugin.performAppiumAction (com.symatiq.actions.Action)","2.40 ms (0%)","0.0 ms (0%)","201 ms (0%)","0.0 ms (0%)","2"
"plugin.AppiumPlugin.createWidgetFromElement (org.openqa.selenium.WebElement, String, String, String, String, String, String)","3.75 ms (0%)","0.0 ms (0%)","9,662 ms (1.2%)","0.0 ms (0%)","72"
"plugin.AppiumPlugin.shutdownAndAwaitTermination (java.util.concurrent.ExecutorService)","7,684 ms (3.8%)","0.0 ms (0%)","7,684 ms (0.9%)","0.0 ms (0%)","8"
"plugin.AppiumPlugin.lambda$createWidgets$2 (java.util.concurrent.ConcurrentLinkedQueue, java.util.Set, java.util.concurrent.ConcurrentLinkedQueue)","8.64 ms (0%)","0.0 ms (0%)","73,681 ms (9%)","81.4 ms (4.2%)","69"
"plugin.AppiumPlugin.lambda$createWidgets$0 (com.symatiq.widgets.Widget)","0.034 ms (0%)","0.0 ms (0%)","0.065 ms (0%)","0.0 ms (0%)","297"
"plugin.AppiumPlugin.changeState ()","0.003 ms (0%)","0.0 ms (0%)","0.004 ms (0%)","0.0 ms (0%)","2"
"plugin.AppiumPlugin.updateCapture ()","0.066 ms (0%)","0.0 ms (0%)","10,922 ms (1.3%)","0.0 ms (0%)","29"
"plugin.AppiumPlugin.hasSourceChanged ()","0.121 ms (0%)","0.0 ms (0%)","1,245 ms (0.2%)","0.0 ms (0%)","25"
"plugin.AppiumPlugin.createWidgets ()","7.39 ms (0%)","0.0 ms (0%)","8,215 ms (1%)","0.0 ms (0%)","8"
"plugin.AppiumPlugin.updateLastWidgets (java.util.List)","0.021 ms (0%)","0.0 ms (0%)","0.259 ms (0%)","0.0 ms (0%)","8"
"plugin.AppiumPlugin.widgetClickHandle (com.symatiq.widgets.Widget)","0.015 ms (0%)","0.0 ms (0%)","71.5 ms (0%)","0.0 ms (0%)","2"
"plugin.AppiumPlugin.getScreenshot ()","0.046 ms (0%)","0.0 ms (0%)","1,462 ms (0.2%)","0.0 ms (0%)","8"
"plugin.AppiumPlugin.isCheckTag (String)","0.116 ms (0%)","0.0 ms (0%)","0.116 ms (0%)","0.0 ms (0%)","72"
"plugin.Autopilot.updateState ()","0.011 ms (0%)","0.0 ms (0%)","0.022 ms (0%)","0.0 ms (0%)","8"
"plugin.Autopilot.changeState ()","0.024 ms (0%)","0.0 ms (0%)","0.026 ms (0%)","0.0 ms (0%)","2"
"plugin.Autopilot.autoPerformAction ()","0.005 ms (0%)","0.0 ms (0%)","0.006 ms (0%)","0.0 ms (0%)","8"
"org.openqa.selenium.json.JsonOutput$JsonObject.name (String)","0.028 ms (0%)","0.0 ms (0%)","0.495 ms (0%)","0.0 ms (0%)","50"
"org.openqa.selenium.json.JsonOutput$JsonObject.write (String)","0.009 ms (0%)","0.0 ms (0%)","0.021 ms (0%)","0.0 ms (0%)","50"
"org.openqa.selenium.remote.Dialect$1.getEncodedElementKey ()","0.020 ms (0%)","0.0 ms (0%)","0.020 ms (0%)","0.0 ms (0%)","418"
"org.openqa.selenium.By.xpath (String)","0.061 ms (0%)","0.0 ms (0%)","0.067 ms (0%)","0.0 ms (0%)","8"
"plugin.MimicActions.updateSuggestions ()","0.032 ms (0%)","0.0 ms (0%)","0.072 ms (0%)","0.0 ms (0%)","1"
"org.openqa.selenium.remote.http.jdk.JdkHttpClient.execute (org.openqa.selenium.remote.http.HttpRequest)","0.804 ms (0%)","0.0 ms (0%)","76,267 ms (9.3%)","31.1 ms (1.6%)","1,145"
"com.symatiq.extension.PluginThreads$CallActionMethodThread.run ()","0.013 ms (0%)","0.0 ms (0%)","201 ms (0%)","0.0 ms (0%)","10"
"org.openqa.selenium.MutableCapabilities.getCapability (String)","0.090 ms (0%)","0.0 ms (0%)","0.090 ms (0%)","0.0 ms (0%)","1,254"
"org.openqa.selenium.remote.Command.getName ()","0.412 ms (0%)","0.0 ms (0%)","0.412 ms (0%)","0.0 ms (0%)","14,882"
"org.openqa.selenium.remote.Command.getParameters ()","0.068 ms (0%)","0.0 ms (0%)","0.068 ms (0%)","0.0 ms (0%)","1,145"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.getRawUri (org.openqa.selenium.remote.http.HttpRequest)","9.17 ms (0%)","0.0 ms (0%)","9.17 ms (0%)","0.0 ms (0%)","1,145"
