"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.remote.Dialect$1.getEncodedElementKey ()","0.069 ms (0%)","0.0 ms (0%)","0.069 ms (0%)","0.0 ms (0%)","2,654"
"org.openqa.selenium.By.xpath (String)","0.192 ms (0%)","0.0 ms (0%)","0.212 ms (0%)","0.0 ms (0%)","31"
"plugin.MimicActions.updateSuggestions ()","0.033 ms (0%)","0.0 ms (0%)","0.200 ms (0%)","0.0 ms (0%)","2"
"org.openqa.selenium.remote.http.jdk.JdkHttpClient.execute (org.openqa.selenium.remote.http.HttpRequest)","1.35 ms (0%)","0.0 ms (0%)","137,071 ms (7.1%)","30.7 ms (1.1%)","1,848"
"com.symatiq.Scout$2.paintComponent (java.awt.Graphics)","953 ms (0.2%)","0.0 ms (0%)","6,085 ms (0.3%)","0.0 ms (0%)","5,528"
"com.symatiq.extension.PluginThreads$CallActionMethodThread.run ()","0.011 ms (0%)","0.0 ms (0%)","3,571 ms (0.2%)","0.0 ms (0%)","10"
"org.openqa.selenium.MutableCapabilities.getCapability (String)","0.425 ms (0%)","0.0 ms (0%)","0.425 ms (0%)","0.0 ms (0%)","7,962"
"org.openqa.selenium.remote.Command.getName ()","0.858 ms (0%)","0.0 ms (0%)","0.858 ms (0%)","0.0 ms (0%)","24,024"
"org.openqa.selenium.remote.Command.getParameters ()","0.095 ms (0%)","0.0 ms (0%)","0.095 ms (0%)","0.0 ms (0%)","1,848"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.getRawUri (org.openqa.selenium.remote.http.HttpRequest)","10.3 ms (0%)","0.0 ms (0%)","10.3 ms (0%)","0.0 ms (0%)","1,848"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createRequest (org.openqa.selenium.remote.http.HttpRequest, org.openqa.selenium.remote.http.HttpMethod, java.net.URI)","21.3 ms (0%)","0.0 ms (0%)","38.8 ms (0%)","0.0 ms (0%)","1,848"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.notChunkingBodyPublisher (org.openqa.selenium.remote.http.HttpRequest)","0.122 ms (0%)","0.0 ms (0%)","0.138 ms (0%)","0.0 ms (0%)","33"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$4 (org.openqa.selenium.remote.http.HttpResponse, String, java.util.List)","8.66 ms (0%)","0.0 ms (0%)","16.1 ms (0%)","0.0 ms (0%)","12,969"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$3 (org.openqa.selenium.remote.http.HttpResponse, String, String)","1.16 ms (0%)","0.0 ms (0%)","7.35 ms (0%)","0.0 ms (0%)","12,969"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createRequest$2 (java.net.http.HttpRequest.Builder, String, String)","6.93 ms (0%)","0.0 ms (0%)","6.93 ms (0%)","0.0 ms (0%)","5,544"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createResponse (java.net.http.HttpResponse)","12.4 ms (0%)","0.0 ms (0%)","32.5 ms (0%)","15.3 ms (0.5%)","1,848"
"org.openqa.selenium.json.JsonOutput$Node.write (String)","0.159 ms (0%)","0.0 ms (0%)","0.235 ms (0%)","0.0 ms (0%)","139"
"org.openqa.selenium.logging.StoringLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.705 ms (0%)","0.0 ms (0%)","0.705 ms (0%)","0.0 ms (0%)","3,696"
"org.openqa.selenium.json.JsonOutput.lambda$new$1 (Appendable, String)","0.103 ms (0%)","0.0 ms (0%)","0.103 ms (0%)","0.0 ms (0%)","576"
