"Name","Self Time","Self Time (CPU)","Total Time","Total Time (CPU)","Invocations"
"org.openqa.selenium.remote.http.jdk.JdkHttpClient.execute0 (org.openqa.selenium.remote.http.HttpRequest)","3,523 ms (1.9%)","0.0 ms (0%)","3,541 ms (1.2%)","0.0 ms (0%)","192"
"com.symatiq.Scout$2.paintComponent (java.awt.Graphics)","171 ms (0.1%)","0.0 ms (0%)","2,386 ms (0.8%)","0.0 ms (0%)","830"
"com.symatiq.extension.PluginThreads$CallActionMethodThread.run ()","0.070 ms (0%)","0.0 ms (0%)","168 ms (0.1%)","0.0 ms (0%)","78"
"org.openqa.selenium.remote.service.DriverCommandExecutor.execute (org.openqa.selenium.remote.Command)","0.175 ms (0%)","0.0 ms (0%)","5,437 ms (1.8%)","0.0 ms (0%)","192"
"org.openqa.selenium.remote.service.DriverCommandExecutor.invokeExecute (org.openqa.selenium.remote.Command)","0.125 ms (0%)","0.0 ms (0%)","5,437 ms (1.8%)","0.0 ms (0%)","192"
"org.openqa.selenium.remote.Command.getName ()","0.109 ms (0%)","0.0 ms (0%)","0.109 ms (0%)","0.0 ms (0%)","2,307"
"org.openqa.selenium.remote.Command.getParameters ()","0.052 ms (0%)","0.0 ms (0%)","0.052 ms (0%)","0.0 ms (0%)","192"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createResponse (java.net.http.HttpResponse)","1.63 ms (0%)","0.0 ms (0%)","4.72 ms (0%)","0.0 ms (0%)","192"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createRequest$2 (java.net.http.HttpRequest.Builder, String, String)","3.41 ms (0%)","0.0 ms (0%)","3.41 ms (0%)","0.0 ms (0%)","576"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$3 (org.openqa.selenium.remote.http.HttpResponse, String, String)","0.138 ms (0%)","0.0 ms (0%)","0.991 ms (0%)","0.0 ms (0%)","579"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.lambda$createResponse$4 (org.openqa.selenium.remote.http.HttpResponse, String, java.util.List)","1.79 ms (0%)","0.0 ms (0%)","2.78 ms (0%)","0.0 ms (0%)","579"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.createRequest (org.openqa.selenium.remote.http.HttpRequest, org.openqa.selenium.remote.http.HttpMethod, java.net.URI)","5.25 ms (0%)","0.0 ms (0%)","11.1 ms (0%)","0.0 ms (0%)","192"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.getRawUri (org.openqa.selenium.remote.http.HttpRequest)","2.20 ms (0%)","0.0 ms (0%)","2.20 ms (0%)","0.0 ms (0%)","192"
"org.openqa.selenium.remote.http.jdk.JdkHttpMessages.notChunkingBodyPublisher (org.openqa.selenium.remote.http.HttpRequest)","0.420 ms (0%)","0.0 ms (0%)","0.481 ms (0%)","0.0 ms (0%)","146"
"org.openqa.selenium.json.JsonOutput$Node.write (String)","0.317 ms (0%)","0.0 ms (0%)","0.527 ms (0%)","0.0 ms (0%)","456"
"org.openqa.selenium.logging.StoringLocalLogs.addEntry (String, org.openqa.selenium.logging.LogEntry)","0.221 ms (0%)","0.0 ms (0%)","0.221 ms (0%)","0.0 ms (0%)","385"
"org.openqa.selenium.json.JsonOutput.lambda$new$1 (Appendable, String)","0.414 ms (0%)","0.0 ms (0%)","0.414 ms (0%)","0.0 ms (0%)","1,977"
"org.openqa.selenium.json.JsonOutput.name (String)","0.094 ms (0%)","0.0 ms (0%)","1.74 ms (0%)","0.0 ms (0%)","306"
"org.openqa.selenium.json.JsonOutput.append (String)","0.096 ms (0%)","0.0 ms (0%)","0.258 ms (0%)","0.0 ms (0%)","304"
"org.openqa.selenium.json.JsonOutput.getMethod (Class, String)","10.1 ms (0%)","0.0 ms (0%)","10.3 ms (0%)","0.0 ms (0%)","3,553"
"org.openqa.selenium.json.JsonOutput.write (Object, int)","0.066 ms (0%)","0.0 ms (0%)","60.3 ms (0%)","0.0 ms (0%)","146"
"org.openqa.selenium.json.JsonOutput.close ()","0.110 ms (0%)","0.0 ms (0%)","0.110 ms (0%)","0.0 ms (0%)","146"
"org.openqa.selenium.json.JsonOutput.write0 (Object, int, int)","4.16 ms (0%)","0.0 ms (0%)","60.2 ms (0%)","0.0 ms (0%)","458"
"org.openqa.selenium.json.JsonOutput.beginObject ()","0.595 ms (0%)","0.0 ms (0%)","0.856 ms (0%)","0.0 ms (0%)","152"
"org.openqa.selenium.json.JsonOutput.endObject ()","0.884 ms (0%)","0.0 ms (0%)","1.0 ms (0%)","0.0 ms (0%)","152"
